1762,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1816,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1825,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1844,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1848,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1870,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1848.0, 1902.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1876,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1848.0, 1902.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1887,"(1876.0, 1902.0]","(1740.0, 1887.0]","(1848.0, 1902.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1902,"(1876.0, 1902.0]","(1887.0, 1974.0]","(1848.0, 1902.0]","(1887.0, 1977.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
1911,"(1902.0, 1977.0]","(1887.0, 1974.0]","(1902.0, 2001.0]","(1887.0, 1977.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
1944,"(1902.0, 1977.0]","(1887.0, 1974.0]","(1902.0, 2001.0]","(1887.0, 1977.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
1974,"(1902.0, 1977.0]","(1887.0, 1974.0]","(1902.0, 2001.0]","(1887.0, 1977.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
1977,"(1902.0, 1977.0]","(1974.0, 2051.0]","(1902.0, 2001.0]","(1887.0, 1977.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
1980,"(1977.0, 2174.0]","(1974.0, 2051.0]","(1902.0, 2001.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2001,"(1977.0, 2174.0]","(1974.0, 2051.0]","(1902.0, 2001.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2002,"(1977.0, 2174.0]","(1974.0, 2051.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2042,"(1977.0, 2174.0]","(1974.0, 2051.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2051,"(1977.0, 2174.0]","(1974.0, 2051.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2057,"(1977.0, 2174.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2080,"(1977.0, 2174.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2129,"(1977.0, 2174.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2149,"(1977.0, 2174.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2163,"(1977.0, 2174.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2174,"(1977.0, 2174.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2179,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2201,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2205,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2206,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2231,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2238,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2246,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2258,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2267,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2282,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2339,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2352,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2377,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2392,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2415,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2444,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2457,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2467,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2472,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2489,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2547,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2559,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2603,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2754,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
2824,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
3004,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
3175,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
3683,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
3770,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
3900,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
4356,"(2174.0, 4356.0]","(2051.0, 4356.0]","(2001.0, 4356.0]","(1977.0, 4356.0]","(1902.0, 4356.0]","(1753.25, 4356.0]",*
