66,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
67,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
68,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
69,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
70,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
71,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
72,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
73,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
74,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
75,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
76,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
77,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
78,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
79,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
80,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
81,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
82,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
83,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
84,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
85,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
86,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
87,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
88,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
89,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
90,"(54.0, 90.0]","(52.0, 90.0]","(50.0, 90.0]","(48.0, 90.0]","(44.0, 90.0]","(37.0, 90.0]",*
