,index,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33,80,"[15, 20[",Private,446839,HS-grad,Never-married,Sales,Not-in-family,*,Male,0,0,30,North America,<=50K
34,82,"[45, 50[",Private,51618,HS-grad,Married-civ-spouse,Other-service,Wife,*,Female,0,0,40,North America,<=50K
35,83,"[55, 60[",Private,159937,HS-grad,Married-civ-spouse,Sales,Husband,*,Male,0,0,48,North America,<=50K
36,85,"[50, 55[",Private,346253,HS-grad,Divorced,Sales,Own-child,*,Female,0,0,35,North America,<=50K
37,86,"[45, 50[",Local-gov,268234,HS-grad,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,40,North America,>50K
38,87,"[30, 35[",Private,202051,Masters,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,50,North America,<=50K
39,97,"[35, 40[",Private,202683,Some-college,Married-civ-spouse,Sales,Husband,*,Male,0,0,48,North America,>50K
40,101,"[40, 45[",Private,198282,Bachelors,Married-civ-spouse,Exec-managerial,Husband,*,Male,15024,0,60,North America,>50K
41,103,"[20, 25[",Private,188300,Some-college,Never-married,Tech-support,Own-child,*,Female,0,0,40,North America,<=50K
42,104,"[25, 30[",Private,103432,HS-grad,Never-married,Craft-repair,Not-in-family,*,Male,0,0,40,North America,<=50K
43,105,"[30, 35[",Self-emp-inc,317660,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,7688,0,40,North America,>50K
44,106,"[15, 20[",?,304873,10th,Never-married,?,Own-child,*,Female,34095,0,32,North America,<=50K
45,109,"[40, 45[",Private,124692,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,North America,<=50K
46,110,"[20, 25[",Private,432376,Bachelors,Never-married,Sales,Other-relative,*,Male,0,0,40,North America,<=50K
47,111,"[35, 40[",Private,65324,Prof-school,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,North America,>50K
48,114,"[35, 40[",Private,102864,HS-grad,Never-married,Machine-op-inspct,Own-child,*,Female,0,0,40,North America,<=50K
49,118,"[55, 60[",Private,247552,Some-college,Married-civ-spouse,Sales,Husband,*,Male,0,0,56,North America,<=50K
50,119,"[20, 25[",Private,102632,HS-grad,Never-married,Craft-repair,Not-in-family,*,Male,0,0,41,North America,<=50K
51,120,"[20, 25[",Private,199915,Some-college,Never-married,Other-service,Own-child,*,Female,0,0,40,North America,<=50K
52,121,"[40, 45[",Private,118853,Bachelors,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,60,North America,<=50K
53,124,"[15, 20[",Private,301606,Some-college,Never-married,Other-service,Own-child,*,Male,0,0,35,North America,<=50K
54,126,"[20, 25[",Private,111697,Some-college,Never-married,Adm-clerical,Own-child,*,Female,0,1719,28,North America,<=50K
55,128,"[35, 40[",?,129305,HS-grad,Married-civ-spouse,?,Husband,*,Male,0,0,40,North America,<=50K
56,129,"[35, 40[",Private,365739,Some-college,Divorced,Craft-repair,Not-in-family,*,Male,0,0,40,North America,<=50K
57,131,"[20, 25[",Private,43323,HS-grad,Never-married,Other-service,Not-in-family,*,Female,0,1762,40,North America,<=50K
58,132,"[35, 40[",Self-emp-not-inc,120985,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,4386,0,35,North America,<=50K
59,133,"[35, 40[",Private,254202,Bachelors,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,North America,<=50K
60,136,"[40, 45[",Self-emp-not-inc,56920,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,60,North America,<=50K
61,138,"[20, 25[",Private,34310,Some-college,Never-married,Sales,Own-child,*,Male,0,0,20,North America,<=50K
62,139,"[45, 50[",Private,81973,Some-college,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,North America,>50K
63,141,"[25, 30[",Private,232782,Some-college,Never-married,Sales,Own-child,*,Female,0,0,40,North America,<=50K
64,142,"[15, 20[",Private,316868,Some-college,Never-married,Other-service,Own-child,*,Male,0,0,30,North America,<=50K
65,146,"[20, 25[",Private,175374,Some-college,Married-civ-spouse,Other-service,Husband,*,Male,0,0,24,North America,<=50K
66,150,"[45, 50[",Local-gov,186009,Some-college,Divorced,Adm-clerical,Unmarried,*,Female,0,0,38,North America,<=50K
67,151,"[30, 35[",Private,198183,HS-grad,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,North America,<=50K
68,153,"[20, 25[",Private,296158,HS-grad,Never-married,Craft-repair,Own-child,*,Male,0,0,35,North America,<=50K
69,155,"[45, 50[",Private,187715,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,46,North America,<=50K
70,158,"[25, 30[",Private,191535,HS-grad,Divorced,Craft-repair,Not-in-family,*,Male,0,0,60,North America,<=50K
71,161,"[25, 30[",Private,252752,HS-grad,Never-married,Other-service,Unmarried,*,Female,0,0,40,North America,<=50K
72,165,"[35, 40[",Private,207157,Some-college,Divorced,Other-service,Unmarried,*,Female,0,0,40,North America,<=50K
73,168,"[15, 20[",Private,25828,11th,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,16,North America,<=50K
74,170,"[25, 30[",Private,124953,HS-grad,Never-married,Other-service,Not-in-family,*,Male,0,1980,40,North America,<=50K
75,172,"[50, 55[",Private,96062,Some-college,Married-civ-spouse,Sales,Husband,*,Male,0,1977,40,North America,>50K
76,173,"[25, 30[",Private,428030,Bachelors,Never-married,Craft-repair,Not-in-family,*,Male,0,0,50,North America,<=50K
77,176,"[20, 25[",Private,312956,HS-grad,Never-married,Craft-repair,Own-child,*,Male,0,0,40,North America,<=50K
78,177,"[30, 35[",Private,483777,HS-grad,Never-married,Handlers-cleaners,Not-in-family,*,Male,0,0,40,North America,<=50K
79,178,"[15, 20[",Private,183930,HS-grad,Never-married,Other-service,Own-child,*,Male,0,0,12,North America,<=50K
80,179,"[30, 35[",Private,37274,Bachelors,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,65,North America,<=50K
81,181,"[40, 45[",Private,114580,Some-college,Divorced,Adm-clerical,Not-in-family,*,Female,0,0,40,North America,<=50K
82,182,"[30, 35[",Private,633742,Some-college,Never-married,Craft-repair,Not-in-family,*,Male,0,0,45,North America,<=50K
83,184,"[35, 40[",Federal-gov,29054,Some-college,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,42,North America,>50K
84,185,"[30, 35[",Private,304030,HS-grad,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,North America,<=50K
85,193,"[45, 50[",Private,120939,Some-college,Married-civ-spouse,Tech-support,Husband,*,Male,0,0,45,North America,<=50K
86,196,"[35, 40[",Private,99374,Some-college,Divorced,Craft-repair,Not-in-family,*,Male,0,0,40,North America,<=50K
87,198,"[35, 40[",Private,138992,Masters,Married-civ-spouse,Prof-specialty,Other-relative,*,Male,7298,0,40,North America,>50K
88,200,"[25, 30[",Private,397317,Masters,Never-married,Prof-specialty,Not-in-family,*,Female,0,1876,40,North America,<=50K
89,202,"[50, 55[",Private,259323,Bachelors,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,North America,>50K
90,205,"[15, 20[",Private,140164,11th,Never-married,Sales,Own-child,*,Female,0,0,40,North America,<=50K
91,207,"[35, 40[",Private,36270,HS-grad,Divorced,Craft-repair,Not-in-family,*,Male,0,0,60,North America,<=50K
92,209,"[15, 20[",Private,65368,11th,Never-married,Sales,Own-child,*,Female,0,0,12,North America,<=50K
93,211,"[35, 40[",Private,208358,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,North America,>50K
94,213,"[60, 65[",Private,85815,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,North America,<=50K
95,215,"[35, 40[",Private,635913,Bachelors,Never-married,Exec-managerial,Not-in-family,*,Male,0,0,60,North America,>50K
96,218,"[45, 50[",Private,109434,Bachelors,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,55,North America,<=50K
97,219,"[25, 30[",Private,255004,10th,Never-married,Craft-repair,Not-in-family,*,Male,0,0,40,North America,<=50K
98,220,"[30, 35[",Private,197860,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,North America,<=50K
99,223,"[50, 55[",Private,176681,HS-grad,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,20,North America,<=50K
100,225,"[15, 20[",Private,243313,HS-grad,Never-married,Sales,Own-child,*,Female,0,0,40,North America,<=50K
101,227,"[65, 70[",Self-emp-not-inc,167687,HS-grad,Married-civ-spouse,Farming-fishing,Husband,*,Male,1409,0,50,North America,<=50K
102,231,"[40, 45[",Private,130408,HS-grad,Divorced,Sales,Unmarried,*,Female,0,0,38,North America,<=50K
103,232,"[25, 30[",Private,159732,Some-college,Never-married,Adm-clerical,Not-in-family,*,Male,0,0,42,North America,<=50K
104,234,"[25, 30[",Private,76714,Prof-school,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,55,North America,>50K
105,239,"[20, 25[",Private,115458,HS-grad,Never-married,Transport-moving,Own-child,*,Male,0,0,40,North America,<=50K
106,240,"[40, 45[",Private,347890,Bachelors,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,North America,>50K
107,243,"[20, 25[",?,119156,Some-college,Never-married,?,Own-child,*,Male,0,0,20,North America,<=50K
108,244,"[35, 40[",Private,179488,Some-college,Divorced,Craft-repair,Not-in-family,*,Male,0,1741,40,North America,<=50K
109,246,"[55, 60[",Private,236596,HS-grad,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,45,North America,>50K
110,247,"[30, 35[",Private,183916,HS-grad,Never-married,Other-service,Not-in-family,*,Female,0,0,34,North America,<=50K
111,248,"[40, 45[",Private,207578,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,*,Male,0,1977,60,North America,>50K
112,256,"[20, 25[",Private,117789,HS-grad,Never-married,Other-service,Own-child,*,Female,0,0,40,North America,<=50K
113,257,"[30, 35[",Private,172579,HS-grad,Separated,Other-service,Not-in-family,*,Female,0,0,30,North America,<=50K
114,260,"[35, 40[",Private,150042,Bachelors,Divorced,Prof-specialty,Own-child,*,Female,0,0,40,North America,<=50K
115,261,"[45, 50[",Private,98092,HS-grad,Married-civ-spouse,Sales,Husband,*,Male,0,0,60,North America,<=50K
116,262,"[15, 20[",Private,245918,11th,Never-married,Other-service,Own-child,*,Male,0,0,12,North America,<=50K
117,263,"[55, 60[",Private,146013,Some-college,Married-civ-spouse,Sales,Husband,*,Male,4064,0,40,North America,<=50K
118,264,"[25, 30[",Private,378322,11th,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,North America,<=50K
119,266,"[15, 20[",?,218956,Some-college,Never-married,?,Own-child,*,Male,0,0,24,North America,<=50K
120,267,"[60, 65[",Private,21174,HS-grad,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,North America,>50K
121,268,"[30, 35[",Private,185480,Bachelors,Never-married,Prof-specialty,Not-in-family,*,Female,0,0,45,North America,<=50K
122,270,"[60, 65[",Private,69867,HS-grad,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,North America,>50K
123,271,"[15, 20[",Private,191260,9th,Never-married,Other-service,Own-child,*,Male,1055,0,24,North America,<=50K
124,275,"[40, 45[",Private,477983,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,North America,<=50K
125,276,"[40, 45[",Private,170924,Some-college,Married-civ-spouse,Craft-repair,Husband,*,Male,7298,0,40,North America,>50K
126,278,"[25, 30[",Private,193787,Some-college,Never-married,Tech-support,Own-child,*,Female,0,0,40,North America,<=50K
127,284,"[20, 25[",Private,205759,HS-grad,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,North America,<=50K
128,286,"[40, 45[",Private,220531,Prof-school,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,60,North America,>50K
129,288,"[25, 30[",Private,371987,Bachelors,Never-married,Exec-managerial,Not-in-family,*,Female,0,0,40,North America,<=50K
130,290,"[35, 40[",Private,200352,Bachelors,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,45,North America,<=50K
131,293,"[20, 25[",Private,231931,Some-college,Never-married,Sales,Own-child,*,Male,0,0,45,North America,<=50K
132,294,"[25, 30[",Private,248402,Bachelors,Never-married,Tech-support,Unmarried,*,Female,0,0,40,North America,<=50K
133,298,"[20, 25[",Private,278130,HS-grad,Never-married,Craft-repair,Own-child,*,Male,0,0,40,North America,<=50K
134,299,"[35, 40[",Private,169469,HS-grad,Divorced,Sales,Not-in-family,*,Male,0,0,80,North America,<=50K
135,300,"[45, 50[",Private,146268,Bachelors,Married-civ-spouse,Adm-clerical,Husband,*,Male,7688,0,40,North America,>50K
136,301,"[20, 25[",Private,153718,Some-college,Never-married,Other-service,Not-in-family,*,Female,0,0,25,North America,<=50K
137,302,"[30, 35[",Private,217460,HS-grad,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,45,North America,>50K
138,303,"[55, 60[",Private,238638,HS-grad,Married-civ-spouse,Sales,Husband,*,Male,4386,0,40,North America,>50K
139,305,"[40, 45[",Private,173321,HS-grad,Divorced,Adm-clerical,Not-in-family,*,Female,0,0,40,North America,<=50K
140,310,"[25, 30[",Private,59306,Bachelors,Never-married,Sales,Not-in-family,*,Male,0,0,40,North America,<=50K
141,312,"[15, 20[",?,860348,Some-college,Never-married,?,Own-child,*,Female,0,0,25,North America,<=50K
142,314,"[20, 25[",Private,199698,Some-college,Never-married,Sales,Own-child,*,Male,0,0,15,North America,<=50K
143,315,"[20, 25[",Private,191954,Some-college,Never-married,Machine-op-inspct,Not-in-family,*,Male,0,0,40,North America,<=50K
144,318,"[25, 30[",Private,423158,Some-college,Never-married,Tech-support,Not-in-family,*,Female,0,0,40,North America,<=50K
145,319,"[60, 65[",Private,159841,HS-grad,Widowed,Other-service,Not-in-family,*,Female,0,0,24,North America,<=50K
146,320,"[35, 40[",Self-emp-not-inc,174308,HS-grad,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,North America,<=50K
147,321,"[40, 45[",Private,50356,Some-college,Married-civ-spouse,Craft-repair,Husband,*,Male,0,1485,50,North America,<=50K
148,322,"[35, 40[",Private,186110,HS-grad,Divorced,Transport-moving,Not-in-family,*,Male,0,0,45,North America,<=50K
149,325,"[60, 65[",Self-emp-not-inc,78383,HS-grad,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,45,North America,<=50K
150,330,"[40, 45[",Private,206565,Some-college,Never-married,Craft-repair,Not-in-family,*,Male,0,0,45,North America,<=50K
151,331,"[25, 30[",Private,224563,Bachelors,Never-married,Adm-clerical,Not-in-family,*,Male,0,0,40,North America,<=50K
152,334,"[50, 55[",Private,242606,HS-grad,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,North America,<=50K
153,336,"[30, 35[",Private,94235,HS-grad,Never-married,Craft-repair,Other-relative,*,Male,0,0,40,North America,<=50K
154,338,"[15, 20[",Private,104112,HS-grad,Never-married,Sales,Unmarried,*,Male,0,0,30,North America,<=50K
155,339,"[45, 50[",Private,261192,HS-grad,Married-civ-spouse,Other-service,Husband,*,Male,0,0,40,North America,<=50K
156,340,"[25, 30[",Private,94936,Assoc-acdm,Never-married,Sales,Not-in-family,*,Male,0,0,40,North America,<=50K
157,341,"[35, 40[",Private,296478,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,*,Male,7298,0,40,North America,>50K
158,342,"[35, 40[",State-gov,119272,HS-grad,Married-civ-spouse,Protective-serv,Husband,*,Male,7298,0,40,North America,>50K
159,343,"[30, 35[",Private,85043,HS-grad,Never-married,Farming-fishing,Not-in-family,*,Male,0,0,20,North America,<=50K
160,349,"[30, 35[",Private,156464,Bachelors,Never-married,Prof-specialty,Own-child,*,Male,0,0,25,North America,<=50K
161,350,"[30, 35[",Private,117963,Bachelors,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,North America,>50K
162,351,"[25, 30[",Private,192262,HS-grad,Married-civ-spouse,Other-service,Husband,*,Male,0,0,40,North America,<=50K
163,352,"[30, 35[",Private,111363,Bachelors,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,North America,>50K
164,355,"[35, 40[",Federal-gov,95432,HS-grad,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,North America,>50K
165,358,"[40, 45[",Private,111949,HS-grad,Married-civ-spouse,Adm-clerical,Wife,*,Female,0,0,35,North America,<=50K
166,362,"[40, 45[",Private,180609,Bachelors,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,45,North America,<=50K
167,365,"[25, 30[",Private,92262,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,North America,<=50K
168,367,"[20, 25[",Private,362589,Assoc-acdm,Never-married,Sales,Not-in-family,*,Female,0,0,15,North America,<=50K
169,369,"[35, 40[",Private,481060,HS-grad,Divorced,Sales,Unmarried,*,Female,0,0,40,North America,<=50K
170,371,"[15, 20[",Private,89821,11th,Never-married,Other-service,Own-child,*,Male,0,0,10,North America,<=50K
171,373,"[45, 50[",Private,256649,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,North America,<=50K
172,374,"[40, 45[",Private,160323,HS-grad,Never-married,Craft-repair,Not-in-family,*,Male,0,0,40,North America,<=50K
173,375,"[20, 25[",Local-gov,350845,Some-college,Never-married,Adm-clerical,Own-child,*,Female,0,0,10,North America,<=50K
174,377,"[20, 25[",Private,35633,Some-college,Never-married,Sales,Not-in-family,*,Male,0,0,40,North America,<=50K
175,379,"[35, 40[",Private,172927,HS-grad,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,North America,<=50K
176,380,"[50, 55[",Private,174319,HS-grad,Divorced,Transport-moving,Not-in-family,*,Male,0,0,40,North America,<=50K
177,382,"[25, 30[",Private,344991,Some-college,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,North America,<=50K
178,383,"[45, 50[",Private,108699,Some-college,Divorced,Sales,Not-in-family,*,Female,0,0,40,North America,<=50K
179,385,"[20, 25[",Private,396099,HS-grad,Never-married,Other-service,Not-in-family,*,Female,0,0,25,North America,<=50K
180,387,"[40, 45[",Private,162028,Some-college,Married-civ-spouse,Adm-clerical,Wife,*,Female,0,2415,6,North America,>50K
181,388,"[15, 20[",Private,25429,Some-college,Never-married,Adm-clerical,Own-child,*,Female,0,0,16,North America,<=50K
182,389,"[15, 20[",Private,232392,HS-grad,Never-married,Other-service,Other-relative,*,Female,0,0,40,North America,<=50K
183,390,"[35, 40[",Private,220098,HS-grad,Married-civ-spouse,Other-service,Wife,*,Female,0,0,40,North America,>50K
184,391,"[25, 30[",Private,301302,Bachelors,Never-married,Craft-repair,Not-in-family,*,Male,0,0,50,North America,<=50K
185,394,"[30, 35[",Private,196164,HS-grad,Never-married,Other-service,Not-in-family,*,Female,0,0,35,North America,<=50K
186,395,"[40, 45[",Private,115562,Some-college,Married-civ-spouse,Tech-support,Husband,*,Male,0,0,40,North America,<=50K
187,397,"[20, 25[",?,137300,HS-grad,Never-married,?,Other-relative,*,Female,0,0,35,North America,<=50K
188,398,"[25, 30[",Private,86872,Bachelors,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,55,North America,>50K
189,399,"[50, 55[",Self-emp-inc,132178,Bachelors,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,North America,>50K
190,400,"[20, 25[",Private,416103,Some-college,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,North America,<=50K
191,401,"[25, 30[",Private,108574,Some-college,Never-married,Other-service,Not-in-family,*,Female,0,0,40,North America,<=50K
192,405,"[40, 45[",Private,445382,Masters,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1977,65,North America,>50K
193,406,"[25, 30[",Private,110145,HS-grad,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,North America,<=50K
194,407,"[45, 50[",Self-emp-not-inc,317253,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,25,North America,<=50K
195,409,"[30, 35[",Private,364657,Some-college,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,North America,<=50K
196,411,"[20, 25[",Private,241951,HS-grad,Never-married,Handlers-cleaners,Unmarried,*,Female,0,0,40,North America,<=50K
197,412,"[30, 35[",Private,118500,Some-college,Divorced,Exec-managerial,Unmarried,*,Female,0,0,40,North America,<=50K
198,420,"[20, 25[",Private,61777,Some-college,Married-civ-spouse,Sales,Husband,*,Male,0,0,30,North America,<=50K
199,421,"[15, 20[",Private,175024,11th,Never-married,Handlers-cleaners,Own-child,*,Male,2176,0,18,North America,<=50K
200,425,"[25, 30[",Private,133373,HS-grad,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,60,North America,<=50K
201,427,"[20, 25[",Private,204653,HS-grad,Never-married,Handlers-cleaners,Not-in-family,*,Male,0,0,72,North America,<=50K
202,429,"[45, 50[",Local-gov,287480,Masters,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,North America,<=50K
203,431,"[15, 20[",?,202521,11th,Never-married,?,Own-child,*,Male,0,0,40,North America,<=50K
204,435,"[30, 35[",Private,208405,Masters,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,50,North America,>50K
205,440,"[25, 30[",Private,363425,Bachelors,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,40,North America,<=50K
206,441,"[45, 50[",Private,45857,HS-grad,Divorced,Adm-clerical,Not-in-family,*,Female,0,0,28,North America,<=50K
207,443,"[40, 45[",Private,116632,Some-college,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,North America,>50K
208,445,"[20, 25[",Private,298227,Some-college,Never-married,Sales,Not-in-family,*,Male,0,0,35,North America,<=50K
209,447,"[50, 55[",Private,56915,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,North America,<=50K
210,448,"[20, 25[",Private,146538,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,North America,<=50K
211,449,"[15, 20[",?,258872,11th,Never-married,?,Own-child,*,Female,0,0,5,North America,<=50K
212,450,"[15, 20[",Private,206399,HS-grad,Never-married,Machine-op-inspct,Own-child,*,Female,0,0,40,North America,<=50K
213,452,"[60, 65[",Private,245062,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,North America,>50K
214,456,"[30, 35[",Private,180374,HS-grad,Married-civ-spouse,Exec-managerial,Wife,*,Female,0,0,40,North America,<=50K
215,457,"[35, 40[",Private,351299,Some-college,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,50,North America,<=50K
216,458,"[20, 25[",Private,54012,HS-grad,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,60,North America,<=50K
217,461,"[50, 55[",Local-gov,288825,HS-grad,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,North America,<=50K
218,462,"[30, 35[",Private,132601,Bachelors,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,50,North America,<=50K
219,464,"[20, 25[",Private,170070,Bachelors,Never-married,Tech-support,Not-in-family,*,Female,0,0,20,North America,<=50K
220,465,"[35, 40[",Private,126708,HS-grad,Married-civ-spouse,Adm-clerical,Wife,*,Female,0,0,60,North America,<=50K
221,466,"[50, 55[",Private,35598,HS-grad,Divorced,Transport-moving,Unmarried,*,Male,0,0,40,North America,<=50K
222,467,"[35, 40[",Private,33983,Some-college,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,North America,<=50K
