,index,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
56,129,"[20, 40[",Non-Government,365739,Undergraduate,Divorced,Technical,Not-in-family,*,Male,0,0,40,North America,<=50K
57,131,"[20, 40[",Non-Government,43323,High School,Never-married,Other,Not-in-family,*,Female,0,1762,40,North America,<=50K
58,132,"[20, 40[",Non-Government,120985,High School,Married-civ-spouse,Technical,Husband,*,Male,4386,0,35,North America,<=50K
59,133,"[20, 40[",Non-Government,254202,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,<=50K
60,136,"[40, 60[",Non-Government,56920,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,60,North America,<=50K
61,138,"[20, 40[",Non-Government,34310,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,20,North America,<=50K
62,139,"[40, 60[",Non-Government,81973,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
63,141,"[20, 40[",Non-Government,232782,Undergraduate,Never-married,Nontechnical,Own-child,*,Female,0,0,40,North America,<=50K
64,142,"[0, 20[",Non-Government,316868,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,30,North America,<=50K
65,146,"[20, 40[",Non-Government,175374,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,24,North America,<=50K
66,150,"[40, 60[",Government,186009,Undergraduate,Divorced,Other,Unmarried,*,Female,0,0,38,North America,<=50K
67,151,"[20, 40[",Non-Government,198183,High School,Never-married,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
68,153,"[20, 40[",Non-Government,296158,High School,Never-married,Technical,Own-child,*,Male,0,0,35,North America,<=50K
69,155,"[40, 60[",Non-Government,187715,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,46,North America,<=50K
70,158,"[20, 40[",Non-Government,191535,High School,Divorced,Technical,Not-in-family,*,Male,0,0,60,North America,<=50K
71,161,"[20, 40[",Non-Government,252752,High School,Never-married,Other,Unmarried,*,Female,0,0,40,North America,<=50K
72,165,"[20, 40[",Non-Government,207157,Undergraduate,Divorced,Other,Unmarried,*,Female,0,0,40,North America,<=50K
73,168,"[0, 20[",Non-Government,25828,High School,Never-married,Nontechnical,Own-child,*,Male,0,0,16,North America,<=50K
74,170,"[20, 40[",Non-Government,124953,High School,Never-married,Other,Not-in-family,*,Male,0,1980,40,North America,<=50K
75,172,"[40, 60[",Non-Government,96062,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,1977,40,North America,>50K
76,173,"[20, 40[",Non-Government,428030,Undergraduate,Never-married,Technical,Not-in-family,*,Male,0,0,50,North America,<=50K
77,176,"[20, 40[",Non-Government,312956,High School,Never-married,Technical,Own-child,*,Male,0,0,40,North America,<=50K
78,177,"[20, 40[",Non-Government,483777,High School,Never-married,Nontechnical,Not-in-family,*,Male,0,0,40,North America,<=50K
79,178,"[0, 20[",Non-Government,183930,High School,Never-married,Other,Own-child,*,Male,0,0,12,North America,<=50K
80,179,"[20, 40[",Non-Government,37274,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,65,North America,<=50K
81,181,"[40, 60[",Non-Government,114580,Undergraduate,Divorced,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
82,182,"[20, 40[",Non-Government,633742,Undergraduate,Never-married,Technical,Not-in-family,*,Male,0,0,45,North America,<=50K
83,184,"[20, 40[",Government,29054,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,42,North America,>50K
84,185,"[20, 40[",Non-Government,304030,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
85,193,"[40, 60[",Non-Government,120939,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,45,North America,<=50K
86,196,"[20, 40[",Non-Government,99374,Undergraduate,Divorced,Technical,Not-in-family,*,Male,0,0,40,North America,<=50K
87,198,"[20, 40[",Non-Government,138992,Graduate,Married-civ-spouse,Technical,Other-relative,*,Male,7298,0,40,North America,>50K
88,200,"[20, 40[",Non-Government,397317,Graduate,Never-married,Technical,Not-in-family,*,Female,0,1876,40,North America,<=50K
89,202,"[40, 60[",Non-Government,259323,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
90,205,"[0, 20[",Non-Government,140164,High School,Never-married,Nontechnical,Own-child,*,Female,0,0,40,North America,<=50K
91,207,"[20, 40[",Non-Government,36270,High School,Divorced,Technical,Not-in-family,*,Male,0,0,60,North America,<=50K
92,209,"[0, 20[",Non-Government,65368,High School,Never-married,Nontechnical,Own-child,*,Female,0,0,12,North America,<=50K
93,211,"[20, 40[",Non-Government,208358,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
94,213,"[60, 80[",Non-Government,85815,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
95,215,"[20, 40[",Non-Government,635913,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,60,North America,>50K
96,218,"[40, 60[",Non-Government,109434,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,55,North America,<=50K
97,219,"[20, 40[",Non-Government,255004,High School,Never-married,Technical,Not-in-family,*,Male,0,0,40,North America,<=50K
98,220,"[20, 40[",Non-Government,197860,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
99,223,"[40, 60[",Non-Government,176681,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,20,North America,<=50K
100,225,"[0, 20[",Non-Government,243313,High School,Never-married,Nontechnical,Own-child,*,Female,0,0,40,North America,<=50K
101,227,"[60, 80[",Non-Government,167687,High School,Married-civ-spouse,Other,Husband,*,Male,1409,0,50,North America,<=50K
102,231,"[40, 60[",Non-Government,130408,High School,Divorced,Nontechnical,Unmarried,*,Female,0,0,38,North America,<=50K
103,232,"[20, 40[",Non-Government,159732,Undergraduate,Never-married,Other,Not-in-family,*,Male,0,0,42,North America,<=50K
104,234,"[20, 40[",Non-Government,76714,Professional Education,Never-married,Technical,Not-in-family,*,Male,0,0,55,North America,>50K
105,239,"[20, 40[",Non-Government,115458,High School,Never-married,Other,Own-child,*,Male,0,0,40,North America,<=50K
106,240,"[40, 60[",Non-Government,347890,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
107,243,"[20, 40[",Unknown,119156,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,20,North America,<=50K
108,244,"[20, 40[",Non-Government,179488,Undergraduate,Divorced,Technical,Not-in-family,*,Male,0,1741,40,North America,<=50K
109,246,"[40, 60[",Non-Government,236596,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,45,North America,>50K
110,247,"[20, 40[",Non-Government,183916,High School,Never-married,Other,Not-in-family,*,Female,0,0,34,North America,<=50K
111,248,"[40, 60[",Non-Government,207578,Professional Education,Married-civ-spouse,Technical,Husband,*,Male,0,1977,60,North America,>50K
112,256,"[20, 40[",Non-Government,117789,High School,Never-married,Other,Own-child,*,Female,0,0,40,North America,<=50K
113,257,"[20, 40[",Non-Government,172579,High School,Separated,Other,Not-in-family,*,Female,0,0,30,North America,<=50K
114,260,"[20, 40[",Non-Government,150042,Undergraduate,Divorced,Technical,Own-child,*,Female,0,0,40,North America,<=50K
115,261,"[40, 60[",Non-Government,98092,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,60,North America,<=50K
116,262,"[0, 20[",Non-Government,245918,High School,Never-married,Other,Own-child,*,Male,0,0,12,North America,<=50K
117,263,"[40, 60[",Non-Government,146013,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,4064,0,40,North America,<=50K
118,264,"[20, 40[",Non-Government,378322,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
119,266,"[0, 20[",Unknown,218956,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,24,North America,<=50K
120,267,"[60, 80[",Non-Government,21174,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,>50K
121,268,"[20, 40[",Non-Government,185480,Undergraduate,Never-married,Technical,Not-in-family,*,Female,0,0,45,North America,<=50K
122,270,"[60, 80[",Non-Government,69867,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,>50K
123,271,"[0, 20[",Non-Government,191260,High School,Never-married,Other,Own-child,*,Male,1055,0,24,North America,<=50K
124,275,"[40, 60[",Non-Government,477983,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
125,276,"[40, 60[",Non-Government,170924,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,7298,0,40,North America,>50K
126,278,"[20, 40[",Non-Government,193787,Undergraduate,Never-married,Technical,Own-child,*,Female,0,0,40,North America,<=50K
127,284,"[20, 40[",Non-Government,205759,High School,Never-married,Nontechnical,Own-child,*,Male,0,0,40,North America,<=50K
128,286,"[40, 60[",Non-Government,220531,Professional Education,Married-civ-spouse,Technical,Husband,*,Male,0,0,60,North America,>50K
129,288,"[20, 40[",Non-Government,371987,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Female,0,0,40,North America,<=50K
130,290,"[20, 40[",Non-Government,200352,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,45,North America,<=50K
131,293,"[20, 40[",Non-Government,231931,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,45,North America,<=50K
132,294,"[20, 40[",Non-Government,248402,Undergraduate,Never-married,Technical,Unmarried,*,Female,0,0,40,North America,<=50K
133,298,"[20, 40[",Non-Government,278130,High School,Never-married,Technical,Own-child,*,Male,0,0,40,North America,<=50K
134,299,"[20, 40[",Non-Government,169469,High School,Divorced,Nontechnical,Not-in-family,*,Male,0,0,80,North America,<=50K
135,300,"[40, 60[",Non-Government,146268,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,7688,0,40,North America,>50K
136,301,"[20, 40[",Non-Government,153718,Undergraduate,Never-married,Other,Not-in-family,*,Female,0,0,25,North America,<=50K
137,302,"[20, 40[",Non-Government,217460,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,45,North America,>50K
138,303,"[40, 60[",Non-Government,238638,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,4386,0,40,North America,>50K
139,305,"[40, 60[",Non-Government,173321,High School,Divorced,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
140,310,"[20, 40[",Non-Government,59306,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,40,North America,<=50K
141,312,"[0, 20[",Unknown,860348,Undergraduate,Never-married,Other,Own-child,*,Female,0,0,25,North America,<=50K
142,314,"[20, 40[",Non-Government,199698,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,15,North America,<=50K
143,315,"[20, 40[",Non-Government,191954,Undergraduate,Never-married,Technical,Not-in-family,*,Male,0,0,40,North America,<=50K
144,318,"[20, 40[",Non-Government,423158,Undergraduate,Never-married,Technical,Not-in-family,*,Female,0,0,40,North America,<=50K
145,319,"[60, 80[",Non-Government,159841,High School,Widowed,Other,Not-in-family,*,Female,0,0,24,North America,<=50K
146,320,"[20, 40[",Non-Government,174308,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
147,321,"[40, 60[",Non-Government,50356,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,1485,50,North America,<=50K
148,322,"[20, 40[",Non-Government,186110,High School,Divorced,Other,Not-in-family,*,Male,0,0,45,North America,<=50K
149,325,"[60, 80[",Non-Government,78383,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,45,North America,<=50K
150,330,"[40, 60[",Non-Government,206565,Undergraduate,Never-married,Technical,Not-in-family,*,Male,0,0,45,North America,<=50K
151,331,"[20, 40[",Non-Government,224563,Undergraduate,Never-married,Other,Not-in-family,*,Male,0,0,40,North America,<=50K
152,334,"[40, 60[",Non-Government,242606,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
153,336,"[20, 40[",Non-Government,94235,High School,Never-married,Technical,Other-relative,*,Male,0,0,40,North America,<=50K
154,338,"[0, 20[",Non-Government,104112,High School,Never-married,Nontechnical,Unmarried,*,Male,0,0,30,North America,<=50K
155,339,"[40, 60[",Non-Government,261192,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
156,340,"[20, 40[",Non-Government,94936,Professional Education,Never-married,Nontechnical,Not-in-family,*,Male,0,0,40,North America,<=50K
157,341,"[20, 40[",Non-Government,296478,Professional Education,Married-civ-spouse,Technical,Husband,*,Male,7298,0,40,North America,>50K
158,342,"[20, 40[",Government,119272,High School,Married-civ-spouse,Other,Husband,*,Male,7298,0,40,North America,>50K
159,343,"[20, 40[",Non-Government,85043,High School,Never-married,Other,Not-in-family,*,Male,0,0,20,North America,<=50K
160,349,"[20, 40[",Non-Government,156464,Undergraduate,Never-married,Technical,Own-child,*,Male,0,0,25,North America,<=50K
161,350,"[20, 40[",Non-Government,117963,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,>50K
162,351,"[20, 40[",Non-Government,192262,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
163,352,"[20, 40[",Non-Government,111363,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,>50K
164,355,"[20, 40[",Government,95432,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,>50K
165,358,"[40, 60[",Non-Government,111949,High School,Married-civ-spouse,Other,Wife,*,Female,0,0,35,North America,<=50K
166,362,"[40, 60[",Non-Government,180609,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,45,North America,<=50K
167,365,"[20, 40[",Non-Government,92262,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
168,367,"[20, 40[",Non-Government,362589,Professional Education,Never-married,Nontechnical,Not-in-family,*,Female,0,0,15,North America,<=50K
169,369,"[20, 40[",Non-Government,481060,High School,Divorced,Nontechnical,Unmarried,*,Female,0,0,40,North America,<=50K
170,371,"[0, 20[",Non-Government,89821,High School,Never-married,Other,Own-child,*,Male,0,0,10,North America,<=50K
171,373,"[40, 60[",Non-Government,256649,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
172,374,"[40, 60[",Non-Government,160323,High School,Never-married,Technical,Not-in-family,*,Male,0,0,40,North America,<=50K
173,375,"[20, 40[",Government,350845,Undergraduate,Never-married,Other,Own-child,*,Female,0,0,10,North America,<=50K
174,377,"[20, 40[",Non-Government,35633,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,40,North America,<=50K
175,379,"[20, 40[",Non-Government,172927,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,<=50K
176,380,"[40, 60[",Non-Government,174319,High School,Divorced,Other,Not-in-family,*,Male,0,0,40,North America,<=50K
177,382,"[20, 40[",Non-Government,344991,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
178,383,"[40, 60[",Non-Government,108699,Undergraduate,Divorced,Nontechnical,Not-in-family,*,Female,0,0,40,North America,<=50K
179,385,"[20, 40[",Non-Government,396099,High School,Never-married,Other,Not-in-family,*,Female,0,0,25,North America,<=50K
180,387,"[40, 60[",Non-Government,162028,Undergraduate,Married-civ-spouse,Other,Wife,*,Female,0,2415,6,North America,>50K
181,388,"[0, 20[",Non-Government,25429,Undergraduate,Never-married,Other,Own-child,*,Female,0,0,16,North America,<=50K
182,389,"[0, 20[",Non-Government,232392,High School,Never-married,Other,Other-relative,*,Female,0,0,40,North America,<=50K
183,390,"[20, 40[",Non-Government,220098,High School,Married-civ-spouse,Other,Wife,*,Female,0,0,40,North America,>50K
184,391,"[20, 40[",Non-Government,301302,Undergraduate,Never-married,Technical,Not-in-family,*,Male,0,0,50,North America,<=50K
185,394,"[20, 40[",Non-Government,196164,High School,Never-married,Other,Not-in-family,*,Female,0,0,35,North America,<=50K
186,395,"[40, 60[",Non-Government,115562,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
187,397,"[20, 40[",Unknown,137300,High School,Never-married,Other,Other-relative,*,Female,0,0,35,North America,<=50K
188,398,"[20, 40[",Non-Government,86872,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,55,North America,>50K
189,399,"[40, 60[",Non-Government,132178,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
190,400,"[20, 40[",Non-Government,416103,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,40,North America,<=50K
191,401,"[20, 40[",Non-Government,108574,Undergraduate,Never-married,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
192,405,"[40, 60[",Non-Government,445382,Graduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,1977,65,North America,>50K
193,406,"[20, 40[",Non-Government,110145,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
194,407,"[40, 60[",Non-Government,317253,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,25,North America,<=50K
195,409,"[20, 40[",Non-Government,364657,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,<=50K
196,411,"[20, 40[",Non-Government,241951,High School,Never-married,Nontechnical,Unmarried,*,Female,0,0,40,North America,<=50K
197,412,"[20, 40[",Non-Government,118500,Undergraduate,Divorced,Nontechnical,Unmarried,*,Female,0,0,40,North America,<=50K
198,420,"[20, 40[",Non-Government,61777,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,30,North America,<=50K
199,421,"[0, 20[",Non-Government,175024,High School,Never-married,Nontechnical,Own-child,*,Male,2176,0,18,North America,<=50K
200,425,"[20, 40[",Non-Government,133373,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,60,North America,<=50K
201,427,"[20, 40[",Non-Government,204653,High School,Never-married,Nontechnical,Not-in-family,*,Male,0,0,72,North America,<=50K
202,429,"[40, 60[",Government,287480,Graduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
203,431,"[0, 20[",Unknown,202521,High School,Never-married,Other,Own-child,*,Male,0,0,40,North America,<=50K
204,435,"[20, 40[",Non-Government,208405,Graduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,50,North America,>50K
205,440,"[20, 40[",Non-Government,363425,Undergraduate,Never-married,Technical,Not-in-family,*,Male,0,0,40,North America,<=50K
206,441,"[40, 60[",Non-Government,45857,High School,Divorced,Other,Not-in-family,*,Female,0,0,28,North America,<=50K
207,443,"[40, 60[",Non-Government,116632,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
208,445,"[20, 40[",Non-Government,298227,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,35,North America,<=50K
209,447,"[40, 60[",Non-Government,56915,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
210,448,"[20, 40[",Non-Government,146538,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
211,449,"[0, 20[",Unknown,258872,High School,Never-married,Other,Own-child,*,Female,0,0,5,North America,<=50K
212,450,"[0, 20[",Non-Government,206399,High School,Never-married,Technical,Own-child,*,Female,0,0,40,North America,<=50K
213,452,"[60, 80[",Non-Government,245062,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
214,456,"[20, 40[",Non-Government,180374,High School,Married-civ-spouse,Nontechnical,Wife,*,Female,0,0,40,North America,<=50K
215,457,"[20, 40[",Non-Government,351299,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,50,North America,<=50K
216,458,"[20, 40[",Non-Government,54012,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,60,North America,<=50K
217,461,"[40, 60[",Government,288825,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
218,462,"[20, 40[",Non-Government,132601,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,50,North America,<=50K
219,464,"[20, 40[",Non-Government,170070,Undergraduate,Never-married,Technical,Not-in-family,*,Female,0,0,20,North America,<=50K
220,465,"[20, 40[",Non-Government,126708,High School,Married-civ-spouse,Other,Wife,*,Female,0,0,60,North America,<=50K
221,466,"[40, 60[",Non-Government,35598,High School,Divorced,Other,Unmarried,*,Male,0,0,40,North America,<=50K
222,467,"[20, 40[",Non-Government,33983,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
223,468,"[40, 60[",Non-Government,192776,Graduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,1977,45,North America,>50K
224,471,"[20, 40[",Unknown,139883,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,40,North America,<=50K
