,index,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33,80,"[0, 40[",Non-Government,446839,*,Spouse not present,*,Not-in-family,*,Male,0,0,30,North America,<=50K
34,82,"[40, 80[",Non-Government,51618,*,Spouse present,*,Wife,*,Female,0,0,40,North America,<=50K
35,83,"[40, 80[",Non-Government,159937,*,Spouse present,*,Husband,*,Male,0,0,48,North America,<=50K
36,85,"[40, 80[",Non-Government,346253,*,Spouse not present,*,Own-child,*,Female,0,0,35,North America,<=50K
37,86,"[40, 80[",Government,268234,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
38,87,"[0, 40[",Non-Government,202051,*,Spouse present,*,Husband,*,Male,0,0,50,North America,<=50K
39,97,"[0, 40[",Non-Government,202683,*,Spouse present,*,Husband,*,Male,0,0,48,North America,>50K
40,101,"[40, 80[",Non-Government,198282,*,Spouse present,*,Husband,*,Male,15024,0,60,North America,>50K
41,103,"[0, 40[",Non-Government,188300,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
42,104,"[0, 40[",Non-Government,103432,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
43,105,"[0, 40[",Non-Government,317660,*,Spouse present,*,Husband,*,Male,7688,0,40,North America,>50K
44,106,"[0, 40[",Unknown,304873,*,Spouse not present,*,Own-child,*,Female,34095,0,32,North America,<=50K
45,109,"[40, 80[",Non-Government,124692,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
46,110,"[0, 40[",Non-Government,432376,*,Spouse not present,*,Other-relative,*,Male,0,0,40,North America,<=50K
47,111,"[0, 40[",Non-Government,65324,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
48,114,"[0, 40[",Non-Government,102864,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
49,118,"[40, 80[",Non-Government,247552,*,Spouse present,*,Husband,*,Male,0,0,56,North America,<=50K
50,119,"[0, 40[",Non-Government,102632,*,Spouse not present,*,Not-in-family,*,Male,0,0,41,North America,<=50K
51,120,"[0, 40[",Non-Government,199915,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
52,121,"[40, 80[",Non-Government,118853,*,Spouse present,*,Husband,*,Male,0,0,60,North America,<=50K
53,124,"[0, 40[",Non-Government,301606,*,Spouse not present,*,Own-child,*,Male,0,0,35,North America,<=50K
54,126,"[0, 40[",Non-Government,111697,*,Spouse not present,*,Own-child,*,Female,0,1719,28,North America,<=50K
55,128,"[0, 40[",Unknown,129305,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
56,129,"[0, 40[",Non-Government,365739,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
57,131,"[0, 40[",Non-Government,43323,*,Spouse not present,*,Not-in-family,*,Female,0,1762,40,North America,<=50K
58,132,"[0, 40[",Non-Government,120985,*,Spouse present,*,Husband,*,Male,4386,0,35,North America,<=50K
59,133,"[0, 40[",Non-Government,254202,*,Spouse present,*,Husband,*,Male,0,0,50,North America,<=50K
60,136,"[40, 80[",Non-Government,56920,*,Spouse present,*,Husband,*,Male,0,0,60,North America,<=50K
61,138,"[0, 40[",Non-Government,34310,*,Spouse not present,*,Own-child,*,Male,0,0,20,North America,<=50K
62,139,"[40, 80[",Non-Government,81973,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
63,141,"[0, 40[",Non-Government,232782,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
64,142,"[0, 40[",Non-Government,316868,*,Spouse not present,*,Own-child,*,Male,0,0,30,North America,<=50K
65,146,"[0, 40[",Non-Government,175374,*,Spouse present,*,Husband,*,Male,0,0,24,North America,<=50K
66,150,"[40, 80[",Government,186009,*,Spouse not present,*,Unmarried,*,Female,0,0,38,North America,<=50K
67,151,"[0, 40[",Non-Government,198183,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,North America,<=50K
68,153,"[0, 40[",Non-Government,296158,*,Spouse not present,*,Own-child,*,Male,0,0,35,North America,<=50K
69,155,"[40, 80[",Non-Government,187715,*,Spouse present,*,Husband,*,Male,0,0,46,North America,<=50K
70,158,"[0, 40[",Non-Government,191535,*,Spouse not present,*,Not-in-family,*,Male,0,0,60,North America,<=50K
71,161,"[0, 40[",Non-Government,252752,*,Spouse not present,*,Unmarried,*,Female,0,0,40,North America,<=50K
72,165,"[0, 40[",Non-Government,207157,*,Spouse not present,*,Unmarried,*,Female,0,0,40,North America,<=50K
73,168,"[0, 40[",Non-Government,25828,*,Spouse not present,*,Own-child,*,Male,0,0,16,North America,<=50K
74,170,"[0, 40[",Non-Government,124953,*,Spouse not present,*,Not-in-family,*,Male,0,1980,40,North America,<=50K
75,172,"[40, 80[",Non-Government,96062,*,Spouse present,*,Husband,*,Male,0,1977,40,North America,>50K
76,173,"[0, 40[",Non-Government,428030,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,North America,<=50K
77,176,"[0, 40[",Non-Government,312956,*,Spouse not present,*,Own-child,*,Male,0,0,40,North America,<=50K
78,177,"[0, 40[",Non-Government,483777,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
79,178,"[0, 40[",Non-Government,183930,*,Spouse not present,*,Own-child,*,Male,0,0,12,North America,<=50K
80,179,"[0, 40[",Non-Government,37274,*,Spouse present,*,Husband,*,Male,0,0,65,North America,<=50K
81,181,"[40, 80[",Non-Government,114580,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,North America,<=50K
82,182,"[0, 40[",Non-Government,633742,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,North America,<=50K
83,184,"[0, 40[",Government,29054,*,Spouse present,*,Husband,*,Male,0,0,42,North America,>50K
84,185,"[0, 40[",Non-Government,304030,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
85,193,"[40, 80[",Non-Government,120939,*,Spouse present,*,Husband,*,Male,0,0,45,North America,<=50K
86,196,"[0, 40[",Non-Government,99374,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
87,198,"[0, 40[",Non-Government,138992,*,Spouse present,*,Other-relative,*,Male,7298,0,40,North America,>50K
88,200,"[0, 40[",Non-Government,397317,*,Spouse not present,*,Not-in-family,*,Female,0,1876,40,North America,<=50K
89,202,"[40, 80[",Non-Government,259323,*,Spouse present,*,Husband,*,Male,0,0,50,North America,>50K
90,205,"[0, 40[",Non-Government,140164,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
91,207,"[0, 40[",Non-Government,36270,*,Spouse not present,*,Not-in-family,*,Male,0,0,60,North America,<=50K
92,209,"[0, 40[",Non-Government,65368,*,Spouse not present,*,Own-child,*,Female,0,0,12,North America,<=50K
93,211,"[0, 40[",Non-Government,208358,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
94,213,"[40, 80[",Non-Government,85815,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
95,215,"[0, 40[",Non-Government,635913,*,Spouse not present,*,Not-in-family,*,Male,0,0,60,North America,>50K
96,218,"[40, 80[",Non-Government,109434,*,Spouse present,*,Husband,*,Male,0,0,55,North America,<=50K
97,219,"[0, 40[",Non-Government,255004,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
98,220,"[0, 40[",Non-Government,197860,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
99,223,"[40, 80[",Non-Government,176681,*,Spouse present,*,Husband,*,Male,0,0,20,North America,<=50K
100,225,"[0, 40[",Non-Government,243313,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
101,227,"[40, 80[",Non-Government,167687,*,Spouse present,*,Husband,*,Male,1409,0,50,North America,<=50K
102,231,"[40, 80[",Non-Government,130408,*,Spouse not present,*,Unmarried,*,Female,0,0,38,North America,<=50K
103,232,"[0, 40[",Non-Government,159732,*,Spouse not present,*,Not-in-family,*,Male,0,0,42,North America,<=50K
104,234,"[0, 40[",Non-Government,76714,*,Spouse not present,*,Not-in-family,*,Male,0,0,55,North America,>50K
105,239,"[0, 40[",Non-Government,115458,*,Spouse not present,*,Own-child,*,Male,0,0,40,North America,<=50K
106,240,"[40, 80[",Non-Government,347890,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
107,243,"[0, 40[",Unknown,119156,*,Spouse not present,*,Own-child,*,Male,0,0,20,North America,<=50K
108,244,"[0, 40[",Non-Government,179488,*,Spouse not present,*,Not-in-family,*,Male,0,1741,40,North America,<=50K
109,246,"[40, 80[",Non-Government,236596,*,Spouse present,*,Husband,*,Male,0,0,45,North America,>50K
110,247,"[0, 40[",Non-Government,183916,*,Spouse not present,*,Not-in-family,*,Female,0,0,34,North America,<=50K
111,248,"[40, 80[",Non-Government,207578,*,Spouse present,*,Husband,*,Male,0,1977,60,North America,>50K
112,256,"[0, 40[",Non-Government,117789,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
113,257,"[0, 40[",Non-Government,172579,*,Spouse not present,*,Not-in-family,*,Female,0,0,30,North America,<=50K
114,260,"[0, 40[",Non-Government,150042,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
115,261,"[40, 80[",Non-Government,98092,*,Spouse present,*,Husband,*,Male,0,0,60,North America,<=50K
116,262,"[0, 40[",Non-Government,245918,*,Spouse not present,*,Own-child,*,Male,0,0,12,North America,<=50K
117,263,"[40, 80[",Non-Government,146013,*,Spouse present,*,Husband,*,Male,4064,0,40,North America,<=50K
118,264,"[0, 40[",Non-Government,378322,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
119,266,"[0, 40[",Unknown,218956,*,Spouse not present,*,Own-child,*,Male,0,0,24,North America,<=50K
120,267,"[40, 80[",Non-Government,21174,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
121,268,"[0, 40[",Non-Government,185480,*,Spouse not present,*,Not-in-family,*,Female,0,0,45,North America,<=50K
122,270,"[40, 80[",Non-Government,69867,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
123,271,"[0, 40[",Non-Government,191260,*,Spouse not present,*,Own-child,*,Male,1055,0,24,North America,<=50K
124,275,"[40, 80[",Non-Government,477983,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
125,276,"[40, 80[",Non-Government,170924,*,Spouse present,*,Husband,*,Male,7298,0,40,North America,>50K
126,278,"[0, 40[",Non-Government,193787,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
127,284,"[0, 40[",Non-Government,205759,*,Spouse not present,*,Own-child,*,Male,0,0,40,North America,<=50K
128,286,"[40, 80[",Non-Government,220531,*,Spouse present,*,Husband,*,Male,0,0,60,North America,>50K
129,288,"[0, 40[",Non-Government,371987,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,North America,<=50K
130,290,"[0, 40[",Non-Government,200352,*,Spouse present,*,Husband,*,Male,0,0,45,North America,<=50K
131,293,"[0, 40[",Non-Government,231931,*,Spouse not present,*,Own-child,*,Male,0,0,45,North America,<=50K
132,294,"[0, 40[",Non-Government,248402,*,Spouse not present,*,Unmarried,*,Female,0,0,40,North America,<=50K
133,298,"[0, 40[",Non-Government,278130,*,Spouse not present,*,Own-child,*,Male,0,0,40,North America,<=50K
134,299,"[0, 40[",Non-Government,169469,*,Spouse not present,*,Not-in-family,*,Male,0,0,80,North America,<=50K
135,300,"[40, 80[",Non-Government,146268,*,Spouse present,*,Husband,*,Male,7688,0,40,North America,>50K
136,301,"[0, 40[",Non-Government,153718,*,Spouse not present,*,Not-in-family,*,Female,0,0,25,North America,<=50K
137,302,"[0, 40[",Non-Government,217460,*,Spouse present,*,Husband,*,Male,0,0,45,North America,>50K
138,303,"[40, 80[",Non-Government,238638,*,Spouse present,*,Husband,*,Male,4386,0,40,North America,>50K
139,305,"[40, 80[",Non-Government,173321,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,North America,<=50K
140,310,"[0, 40[",Non-Government,59306,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
141,312,"[0, 40[",Unknown,860348,*,Spouse not present,*,Own-child,*,Female,0,0,25,North America,<=50K
142,314,"[0, 40[",Non-Government,199698,*,Spouse not present,*,Own-child,*,Male,0,0,15,North America,<=50K
143,315,"[0, 40[",Non-Government,191954,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
144,318,"[0, 40[",Non-Government,423158,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,North America,<=50K
145,319,"[40, 80[",Non-Government,159841,*,Spouse not present,*,Not-in-family,*,Female,0,0,24,North America,<=50K
146,320,"[0, 40[",Non-Government,174308,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
147,321,"[40, 80[",Non-Government,50356,*,Spouse present,*,Husband,*,Male,0,1485,50,North America,<=50K
148,322,"[0, 40[",Non-Government,186110,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,North America,<=50K
149,325,"[40, 80[",Non-Government,78383,*,Spouse present,*,Husband,*,Male,0,0,45,North America,<=50K
150,330,"[40, 80[",Non-Government,206565,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,North America,<=50K
151,331,"[0, 40[",Non-Government,224563,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
152,334,"[40, 80[",Non-Government,242606,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
153,336,"[0, 40[",Non-Government,94235,*,Spouse not present,*,Other-relative,*,Male,0,0,40,North America,<=50K
154,338,"[0, 40[",Non-Government,104112,*,Spouse not present,*,Unmarried,*,Male,0,0,30,North America,<=50K
155,339,"[40, 80[",Non-Government,261192,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
156,340,"[0, 40[",Non-Government,94936,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
157,341,"[0, 40[",Non-Government,296478,*,Spouse present,*,Husband,*,Male,7298,0,40,North America,>50K
158,342,"[0, 40[",Government,119272,*,Spouse present,*,Husband,*,Male,7298,0,40,North America,>50K
159,343,"[0, 40[",Non-Government,85043,*,Spouse not present,*,Not-in-family,*,Male,0,0,20,North America,<=50K
160,349,"[0, 40[",Non-Government,156464,*,Spouse not present,*,Own-child,*,Male,0,0,25,North America,<=50K
161,350,"[0, 40[",Non-Government,117963,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
162,351,"[0, 40[",Non-Government,192262,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
163,352,"[0, 40[",Non-Government,111363,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
164,355,"[0, 40[",Government,95432,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
165,358,"[40, 80[",Non-Government,111949,*,Spouse present,*,Wife,*,Female,0,0,35,North America,<=50K
166,362,"[40, 80[",Non-Government,180609,*,Spouse present,*,Husband,*,Male,0,0,45,North America,<=50K
167,365,"[0, 40[",Non-Government,92262,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
168,367,"[0, 40[",Non-Government,362589,*,Spouse not present,*,Not-in-family,*,Female,0,0,15,North America,<=50K
169,369,"[0, 40[",Non-Government,481060,*,Spouse not present,*,Unmarried,*,Female,0,0,40,North America,<=50K
170,371,"[0, 40[",Non-Government,89821,*,Spouse not present,*,Own-child,*,Male,0,0,10,North America,<=50K
171,373,"[40, 80[",Non-Government,256649,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
172,374,"[40, 80[",Non-Government,160323,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
173,375,"[0, 40[",Government,350845,*,Spouse not present,*,Own-child,*,Female,0,0,10,North America,<=50K
174,377,"[0, 40[",Non-Government,35633,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
175,379,"[0, 40[",Non-Government,172927,*,Spouse present,*,Husband,*,Male,0,0,50,North America,<=50K
176,380,"[40, 80[",Non-Government,174319,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
177,382,"[0, 40[",Non-Government,344991,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
178,383,"[40, 80[",Non-Government,108699,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,North America,<=50K
179,385,"[0, 40[",Non-Government,396099,*,Spouse not present,*,Not-in-family,*,Female,0,0,25,North America,<=50K
180,387,"[40, 80[",Non-Government,162028,*,Spouse present,*,Wife,*,Female,0,2415,6,North America,>50K
181,388,"[0, 40[",Non-Government,25429,*,Spouse not present,*,Own-child,*,Female,0,0,16,North America,<=50K
182,389,"[0, 40[",Non-Government,232392,*,Spouse not present,*,Other-relative,*,Female,0,0,40,North America,<=50K
183,390,"[0, 40[",Non-Government,220098,*,Spouse present,*,Wife,*,Female,0,0,40,North America,>50K
184,391,"[0, 40[",Non-Government,301302,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,North America,<=50K
185,394,"[0, 40[",Non-Government,196164,*,Spouse not present,*,Not-in-family,*,Female,0,0,35,North America,<=50K
186,395,"[40, 80[",Non-Government,115562,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
187,397,"[0, 40[",Unknown,137300,*,Spouse not present,*,Other-relative,*,Female,0,0,35,North America,<=50K
188,398,"[0, 40[",Non-Government,86872,*,Spouse present,*,Husband,*,Male,0,0,55,North America,>50K
189,399,"[40, 80[",Non-Government,132178,*,Spouse present,*,Husband,*,Male,0,0,50,North America,>50K
190,400,"[0, 40[",Non-Government,416103,*,Spouse not present,*,Own-child,*,Male,0,0,40,North America,<=50K
191,401,"[0, 40[",Non-Government,108574,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,North America,<=50K
192,405,"[40, 80[",Non-Government,445382,*,Spouse present,*,Husband,*,Male,0,1977,65,North America,>50K
193,406,"[0, 40[",Non-Government,110145,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
194,407,"[40, 80[",Non-Government,317253,*,Spouse present,*,Husband,*,Male,0,0,25,North America,<=50K
195,409,"[0, 40[",Non-Government,364657,*,Spouse present,*,Husband,*,Male,0,0,50,North America,<=50K
196,411,"[0, 40[",Non-Government,241951,*,Spouse not present,*,Unmarried,*,Female,0,0,40,North America,<=50K
197,412,"[0, 40[",Non-Government,118500,*,Spouse not present,*,Unmarried,*,Female,0,0,40,North America,<=50K
198,420,"[0, 40[",Non-Government,61777,*,Spouse present,*,Husband,*,Male,0,0,30,North America,<=50K
199,421,"[0, 40[",Non-Government,175024,*,Spouse not present,*,Own-child,*,Male,2176,0,18,North America,<=50K
200,425,"[0, 40[",Non-Government,133373,*,Spouse present,*,Husband,*,Male,0,0,60,North America,<=50K
201,427,"[0, 40[",Non-Government,204653,*,Spouse not present,*,Not-in-family,*,Male,0,0,72,North America,<=50K
202,429,"[40, 80[",Government,287480,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
203,431,"[0, 40[",Unknown,202521,*,Spouse not present,*,Own-child,*,Male,0,0,40,North America,<=50K
204,435,"[0, 40[",Non-Government,208405,*,Spouse present,*,Husband,*,Male,0,0,50,North America,>50K
205,440,"[0, 40[",Non-Government,363425,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
206,441,"[40, 80[",Non-Government,45857,*,Spouse not present,*,Not-in-family,*,Female,0,0,28,North America,<=50K
207,443,"[40, 80[",Non-Government,116632,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
208,445,"[0, 40[",Non-Government,298227,*,Spouse not present,*,Not-in-family,*,Male,0,0,35,North America,<=50K
209,447,"[40, 80[",Non-Government,56915,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
210,448,"[0, 40[",Non-Government,146538,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
211,449,"[0, 40[",Unknown,258872,*,Spouse not present,*,Own-child,*,Female,0,0,5,North America,<=50K
212,450,"[0, 40[",Non-Government,206399,*,Spouse not present,*,Own-child,*,Female,0,0,40,North America,<=50K
213,452,"[40, 80[",Non-Government,245062,*,Spouse present,*,Husband,*,Male,0,0,40,North America,>50K
214,456,"[0, 40[",Non-Government,180374,*,Spouse present,*,Wife,*,Female,0,0,40,North America,<=50K
215,457,"[0, 40[",Non-Government,351299,*,Spouse present,*,Husband,*,Male,0,0,50,North America,<=50K
216,458,"[0, 40[",Non-Government,54012,*,Spouse present,*,Husband,*,Male,0,0,60,North America,<=50K
217,461,"[40, 80[",Government,288825,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
218,462,"[0, 40[",Non-Government,132601,*,Spouse present,*,Husband,*,Male,0,0,50,North America,<=50K
219,464,"[0, 40[",Non-Government,170070,*,Spouse not present,*,Not-in-family,*,Female,0,0,20,North America,<=50K
220,465,"[0, 40[",Non-Government,126708,*,Spouse present,*,Wife,*,Female,0,0,60,North America,<=50K
221,466,"[40, 80[",Non-Government,35598,*,Spouse not present,*,Unmarried,*,Male,0,0,40,North America,<=50K
222,467,"[0, 40[",Non-Government,33983,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
223,468,"[40, 80[",Non-Government,192776,*,Spouse present,*,Husband,*,Male,0,1977,45,North America,>50K
224,471,"[0, 40[",Unknown,139883,*,Spouse not present,*,Own-child,*,Male,0,0,40,North America,<=50K
225,472,"[0, 40[",Non-Government,285020,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
226,473,"[0, 40[",Non-Government,303990,*,Spouse not present,*,Not-in-family,*,Male,0,0,60,North America,<=50K
227,476,"[0, 40[",Non-Government,211870,*,Spouse not present,*,Not-in-family,*,Male,0,0,6,North America,<=50K
228,477,"[0, 40[",Non-Government,281432,*,Spouse not present,*,Own-child,*,Male,0,0,30,North America,<=50K
229,479,"[0, 40[",Non-Government,197904,*,Spouse not present,*,Unmarried,*,Female,0,0,35,North America,<=50K
230,481,"[40, 80[",Non-Government,170721,*,Spouse present,*,Husband,*,Male,0,0,20,North America,<=50K
231,482,"[0, 40[",Government,70100,*,Spouse not present,*,Not-in-family,*,Male,0,0,20,North America,<=50K
232,488,"[40, 80[",Government,164427,*,Spouse not present,*,Unmarried,*,Female,0,0,40,North America,<=50K
233,489,"[0, 40[",Non-Government,91039,*,Spouse present,*,Husband,*,Male,15024,0,60,North America,>50K
234,490,"[40, 80[",Non-Government,347934,*,Spouse not present,*,Not-in-family,*,Female,0,0,35,North America,<=50K
235,495,"[40, 80[",Non-Government,343121,*,Spouse not present,*,Unmarried,*,Female,0,0,36,North America,<=50K
236,496,"[0, 40[",Non-Government,262749,*,Spouse not present,*,Own-child,*,Male,0,0,40,North America,<=50K
237,498,"[0, 40[",Non-Government,64293,*,Spouse not present,*,Not-in-family,*,Female,0,0,35,North America,<=50K
238,499,"[40, 80[",Unknown,303588,*,Spouse present,*,Husband,*,Male,0,0,20,North America,<=50K
239,502,"[40, 80[",Non-Government,48925,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
240,504,"[0, 40[",Non-Government,181054,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,North America,<=50K
241,505,"[0, 40[",Non-Government,388093,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,North America,<=50K
242,507,"[40, 80[",Non-Government,112131,*,Spouse present,*,Husband,*,Male,0,0,40,North America,<=50K
243,509,"[0, 40[",Non-Government,91996,*,Spouse not present,*,Unmarried,*,Female,0,0,40,North America,<=50K
244,513,"[0, 40[",Non-Government,337587,*,Spouse present,*,Husband,*,Male,0,0,50,North America,>50K
245,514,"[0, 40[",Non-Government,189346,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,North America,<=50K
246,516,"[0, 40[",Non-Government,267044,*,Spouse not present,*,Not-in-family,*,Female,0,0,20,North America,<=50K
247,517,"[0, 40[",Unknown,214635,*,Spouse not present,*,Own-child,*,Male,0,0,24,North America,<=50K
248,518,"[0, 40[",Unknown,204226,*,Spouse not present,*,Unmarried,*,Female,0,0,35,North America,<=50K
249,519,"[0, 40[",Non-Government,108116,*,Spouse present,*,Husband,*,Male,0,0,50,North America,>50K
